flight_sk,flight_id,ambiguous_id,airline,source,destination,route,departure_time,arrival_time,duration_minutes,is_overnight,data_quality_flag,is_duration_anomaly
6F209,6F209,False,IndiGo,MAA,CCU,MAA-CCU,2026-04-20 08:40:41.703,2026-04-20 13:40:41.703,300.0,False,clean,False
UK193,UK193,False,Vistara,HYD,DEL,HYD-DEL,2026-04-20 08:39:41.703,2026-04-20 09:14:41.703,35.0,False,clean,False
6F092,6F092,False,IndiGo,MAA,BLR,MAA-BLR,2026-04-20 08:39:41.702,2026-04-20 09:15:41.702,36.0,False,clean,False
AI208,AI208,False,Air India,BLR,BOM,BLR-BOM,2026-04-20 08:38:41.703,2026-04-20 11:52:41.703,194.0,False,clean,False
SJ227,SJ227,False,SpiceJet,BOM,CCU,BOM-CCU,2026-04-20 08:32:41.704,2026-04-20 12:53:41.704,261.0,False,clean,False
6F238,6F238,False,IndiGo,BOM,DEL,BOM-DEL,2026-04-20 08:31:41.704,2026-04-20 09:19:41.704,48.0,False,clean,False
AI084,AI084,False,Air India,BOM,HYD,BOM-HYD,2026-04-20 08:31:41.702,2026-04-20 09:46:41.702,75.0,False,clean,False
SJ228,SJ228,False,SpiceJet,BOM,CCU,BOM-CCU,2026-04-20 08:29:41.704,2026-04-20 12:16:41.704,227.0,False,clean,False
UK194,UK194,False,Vistara,CCU,BOM,CCU-BOM,2026-04-20 08:26:41.703,2026-04-20 09:26:42.000,60.00495,False,clean,False
6F126,6F126,False,IndiGo,CCU,MAA,CCU-MAA,2026-04-20 08:21:41.702,2026-04-20 09:39:41.702,78.0,False,clean,False
SJ052,SJ052,False,SpiceJet,MAA,BLR,MAA-BLR,2026-04-20 08:20:41.701,2026-04-20 09:57:41.701,97.0,False,clean,False
AI233,AI233,False,Air India,BLR,BOM,BLR-BOM,2026-04-20 08:04:41.704,2026-04-20 09:52:41.704,108.0,False,clean,False
AI213,AI213,False,Air India,HYD,CCU,HYD-CCU,2026-04-20 08:03:41.703,2026-04-20 09:14:41.703,71.0,False,clean,False
UK076,UK076,False,Vistara,MAA,CCU,MAA-CCU,2026-04-20 08:03:41.702,2026-04-20 12:26:41.702,263.0,False,clean,False
SJ022,SJ022,False,SpiceJet,DEL,BLR,DEL-BLR,2026-04-20 07:56:41.701,2026-04-20 11:07:41.701,191.0,False,clean,False
SJ002,SJ002,False,SpiceJet,DEL,BOM,DEL-BOM,2026-04-20 07:54:41.701,2026-04-20 12:40:41.701,286.0,False,clean,False
AI163,AI163,False,Air India,HYD,MAA,HYD-MAA,2026-04-20 07:45:41.703,2026-04-20 08:46:41.703,61.0,False,clean,False
UK229,UK229,False,Vistara,HYD,DEL,HYD-DEL,2026-04-20 07:40:41.704,2026-04-20 11:57:41.704,257.0,False,clean,False
UK185,UK185,False,Vistara,DEL,MAA,DEL-MAA,2026-04-20 07:31:41.703,2026-04-20 08:48:41.703,77.0,False,clean,False
6F029,6F029,False,IndiGo,BOM,BLR,BOM-BLR,2026-04-20 07:31:41.701,2026-04-20 11:45:41.701,254.0,False,clean,False
6F056,6F056,False,IndiGo,BOM,MAA,BOM-MAA,2026-04-20 07:00:41.701,2026-04-20 08:49:41.701,109.0,False,clean,False
AI062,AI062,False,Air India,MAA,DEL,MAA-DEL,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,36.0,False,clean,False
UK034,UK034,False,Vistara,DEL,BLR,DEL-BLR,2026-04-20 06:47:41.701,2026-04-20 10:11:41.701,204.0,False,clean,False
UK079,UK079,False,Vistara,DEL,BLR,DEL-BLR,2026-04-20 06:43:41.702,2026-04-20 10:34:41.702,231.0,False,clean,False
AI135,AI135,False,Air India,BLR,BOM,BLR-BOM,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,161.0,False,clean,False
SJ061,SJ061,False,SpiceJet,MAA,BLR,MAA-BLR,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,177.0,False,clean,False
AI047,AI047,False,Air India,CCU,MAA,CCU-MAA,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,47.0,False,clean,False
UK210,UK210,False,Vistara,DEL,CCU,DEL-CCU,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,55.0,False,clean,False
AI088,AI088,False,Air India,MAA,DEL,MAA-DEL,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,216.0,False,clean,False
UK177,UK177,False,Vistara,DEL,HYD,DEL-HYD,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,269.0,False,clean,False
AI128,AI128,False,Air India,BOM,CCU,BOM-CCU,2026-04-20 06:07:41.702,2026-04-20 10:03:41.702,236.0,False,clean,False
AI158,AI158,False,Air India,CCU,DEL,CCU-DEL,2026-04-20 06:04:41.703,2026-04-20 09:01:41.703,177.0,False,clean,False
UK206,UK206,False,Vistara,MAA,BLR,MAA-BLR,2026-04-20 06:01:41.703,2026-04-20 10:34:41.703,273.0,False,clean,False
SJ138,SJ138,False,SpiceJet,BLR,BOM,BLR-BOM,2026-04-20 05:55:41.702,2026-04-20 06:43:41.702,48.0,False,clean,False
AI034,AI034,False,Air India,DEL,BOM,DEL-BOM,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,283.0,False,clean,False
AI012,AI012,False,Air India,BOM,CCU,BOM-CCU,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,243.0,False,clean,False
6F083,6F083,False,IndiGo,BLR,DEL,BLR-DEL,2026-04-20 05:24:41.702,2026-04-20 06:03:41.702,39.0,False,clean,False
SJ083,SJ083,False,SpiceJet,MAA,BLR,MAA-BLR,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,184.0,False,clean,False
SJ186,SJ186,False,SpiceJet,CCU,DEL,CCU-DEL,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,131.0,False,clean,False
UK001,UK001,False,Vistara,CCU,DEL,CCU-DEL,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,85.0,False,clean,False
AI217,AI217,False,Air India,CCU,BLR,CCU-BLR,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,137.0,False,clean,False
6F178,6F178,False,IndiGo,BOM,CCU,BOM-CCU,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,263.0,False,clean,False
UK015,UK015,False,Vistara,BLR,BOM,BLR-BOM,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,107.0,False,clean,False
AI112,AI112,False,Air India,DEL,BLR,DEL-BLR,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,223.0,False,clean,False
UK100,UK100,False,Vistara,CCU,BLR,CCU-BLR,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,152.0,False,clean,False
6F133,6F133,False,IndiGo,MAA,BLR,MAA-BLR,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,107.0,False,clean,False
AI227,AI227,False,Air India,BLR,MAA,BLR-MAA,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,226.0,False,clean,False
UK093,UK093,False,Vistara,HYD,CCU,HYD-CCU,2026-04-20 04:31:41.702,2026-04-20 05:21:41.702,50.0,False,clean,False
UK203,UK203,False,Vistara,BLR,HYD,BLR-HYD,2026-04-20 04:12:41.703,2026-04-20 05:24:41.703,72.0,False,clean,False
UK154,UK154,False,Vistara,MAA,HYD,MAA-HYD,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,237.0,False,clean,False
UK073,UK073,False,Vistara,BLR,CCU,BLR-CCU,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,250.0,False,clean,False
AI164,AI164,False,Air India,DEL,BLR,DEL-BLR,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,108.0,False,clean,False
UK008,UK008,False,Vistara,CCU,BLR,CCU-BLR,2026-04-20 03:57:41.701,2026-04-20 04:34:41.701,37.0,False,clean,False
UK051,UK051,False,Vistara,HYD,DEL,HYD-DEL,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,180.0,False,clean,False
UK208,UK208,False,Vistara,DEL,CCU,DEL-CCU,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,297.0,False,clean,False
AI150,AI150,False,Air India,BOM,DEL,BOM-DEL,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,47.0,False,clean,False
AI189,AI189,False,Air India,CCU,DEL,CCU-DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,108.0,False,clean,False
6F230,6F230,False,IndiGo,CCU,BLR,CCU-BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,193.0,False,clean,False
6F169,6F169,False,IndiGo,BOM,DEL,BOM-DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,279.0,False,clean,False
AI205,AI205,False,Air India,BLR,BOM,BLR-BOM,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,108.0,False,clean,False
AI103,AI103,False,Air India,BLR,BOM,BLR-BOM,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,38.0,False,clean,False
6F250_1,6F250,True,IndiGo,DEL,BLR,DEL-BLR,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,244.0,False,clean,False
AI246,AI246,False,Air India,BOM,BLR,BOM-BLR,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,199.0,False,clean,False
6F187,6F187,False,IndiGo,BOM,MAA,BOM-MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,258.0,False,clean,False
AI082,AI082,False,Air India,DEL,CCU,DEL-CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,162.0,False,clean,False
UK116,UK116,False,Vistara,CCU,BOM,CCU-BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,228.0,False,clean,False
SJ169,SJ169,False,SpiceJet,BOM,MAA,BOM-MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,286.0,False,clean,False
AI175,AI175,False,Air India,BOM,HYD,BOM-HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,227.0,False,clean,False
SJ098,SJ098,False,SpiceJet,HYD,MAA,HYD-MAA,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,35.0,False,clean,False
SJ191,SJ191,False,SpiceJet,BLR,BOM,BLR-BOM,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,82.0,False,clean,False
SJ017,SJ017,False,SpiceJet,DEL,MAA,DEL-MAA,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,123.0,False,clean,False
UK188,UK188,False,Vistara,MAA,BLR,MAA-BLR,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,49.0,False,clean,False
AI196,AI196,False,Air India,MAA,HYD,MAA-HYD,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,93.0,False,clean,False
AI068,AI068,False,Air India,BOM,BLR,BOM-BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,120.00496666666666,False,clean,False
SJ097,SJ097,False,SpiceJet,BOM,CCU,BOM-CCU,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,170.0,False,clean,False
SJ030,SJ030,False,SpiceJet,DEL,HYD,DEL-HYD,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,43.0,False,clean,False
6F179,6F179,False,IndiGo,HYD,MAA,HYD-MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,255.0,False,clean,False
6F156,6F156,False,IndiGo,MAA,BOM,MAA-BOM,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,154.0,False,clean,False
6F250_2,6F250,True,IndiGo,CCU,BLR,CCU-BLR,2026-04-20 02:23:41.702,2026-04-20 02:56:41.702,33.0,False,clean,False
SJ057,SJ057,False,SpiceJet,BOM,CCU,BOM-CCU,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,192.0,False,clean,False
6F036,6F036,False,IndiGo,CCU,BLR,CCU-BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,283.0,False,clean,False
6F201,6F201,False,IndiGo,CCU,BOM,CCU-BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,280.0,False,clean,False
6F143,6F143,False,IndiGo,CCU,DEL,CCU-DEL,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,239.0,False,clean,False
6F177,6F177,False,IndiGo,HYD,MAA,HYD-MAA,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,142.0,False,clean,False
6F031,6F031,False,IndiGo,BOM,BLR,BOM-BLR,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,277.0,False,clean,False
UK165,UK165,False,Vistara,DEL,BLR,DEL-BLR,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,253.0,False,clean,False
6F122,6F122,False,IndiGo,DEL,BLR,DEL-BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,224.0,False,clean,False
AI009,AI009,False,Air India,DEL,CCU,DEL-CCU,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,154.0,False,clean,False
6F046,6F046,False,IndiGo,DEL,BLR,DEL-BLR,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,221.0,False,clean,False
AI051,AI051,False,Air India,MAA,BLR,MAA-BLR,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,55.0,False,clean,False
UK222,UK222,False,Vistara,BOM,CCU,BOM-CCU,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,95.0,False,clean,False
SJ127,SJ127,False,SpiceJet,BOM,DEL,BOM-DEL,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,157.0,False,clean,False
AI226,AI226,False,Air India,BLR,HYD,BLR-HYD,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,169.0,False,clean,False
AI216,AI216,False,Air India,BOM,CCU,BOM-CCU,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,84.0,False,clean,False
6F058,6F058,False,IndiGo,BOM,CCU,BOM-CCU,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,149.0,False,clean,False
SJ207,SJ207,False,SpiceJet,DEL,CCU,DEL-CCU,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,193.0,False,clean,False
SJ198,SJ198,False,SpiceJet,CCU,BOM,CCU-BOM,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,281.0,False,clean,False
SJ108,SJ108,False,SpiceJet,BLR,HYD,BLR-HYD,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,156.0,False,clean,False
SJ155,SJ155,False,SpiceJet,DEL,CCU,DEL-CCU,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,300.0,False,clean,False
6F193,6F193,False,IndiGo,BOM,MAA,BOM-MAA,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,118.0,False,clean,False
6F019,6F019,False,IndiGo,BLR,BOM,BLR-BOM,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,235.0,False,clean,False
AI102,AI102,False,Air India,CCU,BLR,CCU-BLR,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,291.0,False,clean,False
6F166,6F166,False,IndiGo,BOM,CCU,BOM-CCU,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,270.0,False,clean,False
UK175,UK175,False,Vistara,BLR,BOM,BLR-BOM,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,202.0,True,clean,False
6F010,6F010,False,IndiGo,DEL,BLR,DEL-BLR,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,231.0,True,clean,False
AI234,AI234,False,Air India,BOM,MAA,BOM-MAA,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,104.0,True,clean,False
UK135,UK135,False,Vistara,HYD,DEL,HYD-DEL,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,113.0,True,clean,False
6F272,6F272,False,IndiGo,HYD,MAA,HYD-MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,47.0,True,clean,False
AI061,AI061,False,Air India,BOM,CCU,BOM-CCU,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,91.0,True,clean,False
6F070,6F070,False,IndiGo,HYD,DEL,HYD-DEL,2026-04-19 23:23:41.701,2026-04-20 02:24:41.701,181.0,True,clean,False
AI015,AI015,False,Air India,BLR,CCU,BLR-CCU,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,114.0,True,clean,False
SJ076,SJ076,False,SpiceJet,DEL,MAA,DEL-MAA,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,181.0,True,clean,False
SJ029,SJ029,False,SpiceJet,HYD,DEL,HYD-DEL,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,87.0,True,clean,False
SJ194,SJ194,False,SpiceJet,CCU,DEL,CCU-DEL,2026-04-19 22:46:41.703,2026-04-20 02:31:41.703,225.0,True,clean,False
AI235,AI235,False,Air India,BLR,HYD,BLR-HYD,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,207.0,True,clean,False
SJ048,SJ048,False,SpiceJet,MAA,BLR,MAA-BLR,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,96.0,True,clean,False
SJ114,SJ114,False,SpiceJet,HYD,DEL,HYD-DEL,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,200.0,True,clean,False
SJ146,SJ146,False,SpiceJet,HYD,BLR,HYD-BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,116.0,True,clean,False
UK041,UK041,False,Vistara,HYD,MAA,HYD-MAA,2026-04-19 22:37:41.701,2026-04-19 23:44:41.701,67.0,False,clean,False
6F075,6F075,False,IndiGo,BOM,CCU,BOM-CCU,2026-04-19 22:20:41.702,2026-04-20 03:02:41.702,282.0,True,clean,False
SJ020,SJ020,False,SpiceJet,BLR,BOM,BLR-BOM,2026-04-19 22:18:41.701,2026-04-20 02:27:41.701,249.0,True,clean,False
SJ099,SJ099,False,SpiceJet,MAA,BLR,MAA-BLR,2026-04-19 22:14:41.702,2026-04-20 00:34:41.702,140.0,True,clean,False
6F078,6F078,False,IndiGo,BOM,CCU,BOM-CCU,2026-04-19 22:04:41.702,2026-04-19 23:37:41.702,93.0,False,clean,False
UK219,UK219,False,Vistara,BOM,HYD,BOM-HYD,2026-04-19 22:03:41.704,2026-04-20 02:21:41.704,258.0,True,clean,False
UK223,UK223,False,Vistara,CCU,DEL,CCU-DEL,2026-04-19 21:58:41.704,2026-04-19 22:30:41.704,32.0,False,clean,False
UK227,UK227,False,Vistara,BOM,HYD,BOM-HYD,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,230.0,True,clean,False
6F260,6F260,False,IndiGo,CCU,DEL,CCU-DEL,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,203.0,True,clean,False
AI096,AI096,False,Air India,CCU,DEL,CCU-DEL,2026-04-19 21:48:41.702,2026-04-20 02:46:41.702,298.0,True,clean,False
6F022,6F022,False,IndiGo,MAA,BLR,MAA-BLR,2026-04-19 21:46:41.701,2026-04-20 02:05:41.701,259.0,True,clean,False
6F237,6F237,False,IndiGo,HYD,MAA,HYD-MAA,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,183.0,True,clean,False
UK146,UK146,False,Vistara,BOM,MAA,BOM-MAA,2026-04-19 21:40:41.703,2026-04-20 00:08:41.703,148.0,True,clean,False
SJ015,SJ015,False,SpiceJet,BOM,CCU,BOM-CCU,2026-04-19 21:40:41.701,2026-04-19 22:52:41.701,72.0,False,clean,False
AI108,AI108,False,Air India,BLR,CCU,BLR-CCU,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,165.0,True,clean,False
UK020,UK020,False,Vistara,MAA,BLR,MAA-BLR,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,75.0,False,clean,False
6F113,6F113,False,IndiGo,BOM,CCU,BOM-CCU,2026-04-19 21:04:41.702,2026-04-20 01:30:41.702,266.0,True,clean,False
6F112,6F112,False,IndiGo,HYD,DEL,HYD-DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0,False,clean,False
6F246,6F246,False,IndiGo,HYD,DEL,HYD-DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0,False,clean,False
UK158,UK158,False,Vistara,BOM,MAA,BOM-MAA,2026-04-19 20:49:41.703,2026-04-19 21:22:41.703,33.0,False,clean,False
UK159,UK159,False,Vistara,CCU,BLR,CCU-BLR,2026-04-19 20:45:41.703,2026-04-19 23:32:41.703,167.0,False,clean,False
UK084,UK084,False,Vistara,MAA,DEL,MAA-DEL,2026-04-19 20:44:41.702,2026-04-20 00:20:41.702,216.0,True,clean,False
SJ206,SJ206,False,SpiceJet,DEL,CCU,DEL-CCU,2026-04-19 20:43:41.703,2026-04-20 01:21:41.703,278.0,True,clean,False
UK044,UK044,False,Vistara,BLR,BOM,BLR-BOM,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,178.0,False,clean,False
SJ036,SJ036,False,SpiceJet,DEL,HYD,DEL-HYD,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,210.0,False,clean,False
6F176,6F176,False,IndiGo,CCU,DEL,CCU-DEL,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,180.0,False,clean,False
6F148,6F148,False,IndiGo,CCU,BOM,CCU-BOM,2026-04-19 20:23:41.703,2026-04-19 22:30:41.703,127.0,False,clean,False
6F202,6F202,False,IndiGo,HYD,BLR,HYD-BLR,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,210.0,False,clean,False
6F071,6F071,False,IndiGo,DEL,CCU,DEL-CCU,2026-04-19 20:18:41.702,2026-04-20 00:31:41.702,253.0,True,clean,False
AI105,AI105,False,Air India,CCU,DEL,CCU-DEL,2026-04-19 20:16:41.702,2026-04-19 22:03:41.702,107.0,False,clean,False
AI241,AI241,False,Air India,HYD,BLR,HYD-BLR,2026-04-19 20:11:41.704,2026-04-19 22:18:41.704,127.0,False,clean,False
SJ162,SJ162,False,SpiceJet,DEL,HYD,DEL-HYD,2026-04-19 20:11:41.703,2026-04-19 22:30:41.703,139.0,False,clean,False
6F003,6F003,False,IndiGo,HYD,BOM,HYD-BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,False,clean,False
6F249,6F249,False,IndiGo,HYD,BOM,HYD-BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,False,clean,False
AI237,AI237,False,Air India,BOM,CCU,BOM-CCU,2026-04-19 19:58:41.704,2026-04-19 23:13:41.704,195.0,False,clean,False
SJ134,SJ134,False,SpiceJet,BOM,CCU,BOM-CCU,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,257.0,True,clean,False
AI071,AI071,False,Air India,BOM,MAA,BOM-MAA,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,183.0,False,clean,False
6F118,6F118,False,IndiGo,CCU,HYD,CCU-HYD,2026-04-19 19:52:41.702,2026-04-19 21:01:41.702,69.0,False,clean,False
6F014,6F014,False,IndiGo,DEL,MAA,DEL-MAA,2026-04-19 19:42:41.701,2026-04-19 23:15:41.701,213.0,False,clean,False
6F065,6F065,False,IndiGo,MAA,BLR,MAA-BLR,2026-04-19 19:40:41.701,2026-04-19 22:23:41.701,163.0,False,clean,False
6F271,6F271,False,IndiGo,HYD,MAA,HYD-MAA,2026-04-19 19:33:41.702,2026-04-19 22:52:41.702,199.0,False,clean,False
SJ070,SJ070,False,SpiceJet,MAA,CCU,MAA-CCU,2026-04-19 18:55:41.701,2026-04-19 20:48:41.701,113.0,False,clean,False
6F007,6F007,False,IndiGo,HYD,MAA,HYD-MAA,2026-04-19 18:55:41.701,2026-04-19 19:54:41.701,59.0,False,clean,False
UK007,UK007,False,Vistara,DEL,HYD,DEL-HYD,2026-04-19 18:50:41.701,2026-04-19 21:04:41.701,134.0,False,clean,False
SJ192,SJ192,False,SpiceJet,HYD,BOM,HYD-BOM,2026-04-19 18:45:42.000,2026-04-18 23:45:42.000,,False,corrupted_timestamp,False
AI097,AI097,False,Air India,HYD,MAA,HYD-MAA,2026-04-19 18:42:41.702,2026-04-19 23:34:41.702,292.0,False,clean,False
6F256,6F256,False,IndiGo,BOM,CCU,BOM-CCU,2026-04-19 18:40:41.702,2026-04-19 19:13:41.702,33.0,False,clean,False
UK047,UK047,False,Vistara,BLR,HYD,BLR-HYD,2026-04-19 18:40:41.701,2026-04-19 22:45:41.701,245.0,False,clean,False
AI024,AI024,False,Air India,MAA,BOM,MAA-BOM,2026-04-19 18:38:41.701,2026-04-19 19:45:41.701,67.0,False,clean,False
UK113,UK113,False,Vistara,CCU,DEL,CCU-DEL,2026-04-19 18:34:41.702,2026-04-19 22:58:41.702,264.0,False,clean,False
SJ163,SJ163,False,SpiceJet,DEL,HYD,DEL-HYD,2026-04-19 18:32:41.703,2026-04-19 23:08:41.703,276.0,False,clean,False
SJ208,SJ208,False,SpiceJet,DEL,HYD,DEL-HYD,2026-04-19 18:32:41.703,2026-04-19 19:33:41.703,61.0,False,clean,False
SJ221,SJ221,False,SpiceJet,MAA,HYD,MAA-HYD,2026-04-19 18:31:41.703,2026-04-19 23:17:41.703,286.0,False,clean,False
SJ084,SJ084,False,SpiceJet,HYD,MAA,HYD-MAA,2026-04-19 18:31:41.702,2026-04-19 19:30:41.702,59.0,False,clean,False
6F127,6F127,False,IndiGo,HYD,BOM,HYD-BOM,2026-04-19 18:27:41.702,2026-04-19 22:28:41.702,241.0,False,clean,False
AI122,AI122,False,Air India,BOM,CCU,BOM-CCU,2026-04-19 18:25:41.702,2026-04-19 22:36:41.702,251.0,False,clean,False
AI139,AI139,False,Air India,HYD,MAA,HYD-MAA,2026-04-19 18:23:41.702,2026-04-19 19:24:41.702,61.0,False,clean,False
UK149,UK149,False,Vistara,MAA,DEL,MAA-DEL,2026-04-19 18:22:41.703,2026-04-19 23:08:41.703,286.0,False,clean,False
AI149,AI149,False,Air India,BOM,HYD,BOM-HYD,2026-04-19 18:19:41.703,2026-04-19 21:36:41.703,197.0,False,clean,False
SJ243,SJ243,False,SpiceJet,BLR,DEL,BLR-DEL,2026-04-19 18:17:41.704,2026-04-19 23:03:41.704,286.0,False,clean,False
AI053,AI053,False,Air India,CCU,DEL,CCU-DEL,2026-04-19 18:04:41.701,2026-04-19 22:19:41.701,255.0,False,clean,False
UK061,UK061,False,Vistara,BLR,BOM,BLR-BOM,2026-04-19 17:58:41.701,2026-04-19 19:48:41.701,110.0,False,clean,False
SJ004,SJ004,False,SpiceJet,MAA,DEL,MAA-DEL,2026-04-19 17:52:41.701,2026-04-19 21:01:41.701,189.0,False,clean,False
AI173,AI173,False,Air India,HYD,DEL,HYD-DEL,2026-04-19 17:36:41.703,2026-04-19 22:27:41.703,291.0,False,clean,False
6F085,6F085,False,IndiGo,HYD,MAA,HYD-MAA,2026-04-19 17:32:41.702,2026-04-19 19:32:42.000,120.00496666666666,False,clean,False
AI252,AI252,False,Air India,HYD,DEL,HYD-DEL,2026-04-19 17:30:41.704,2026-04-19 21:54:41.704,264.0,False,clean,False
SJ109,SJ109,False,SpiceJet,BOM,DEL,BOM-DEL,2026-04-19 17:24:41.702,2026-04-19 20:28:41.702,184.0,False,clean,False
UK123,UK123,False,Vistara,BOM,DEL,BOM-DEL,2026-04-19 17:24:41.702,2026-04-19 20:18:41.702,174.0,False,clean,False
6F125,6F125,False,IndiGo,BOM,CCU,BOM-CCU,2026-04-19 17:09:41.702,2026-04-19 21:13:41.702,244.0,False,clean,False
UK183,UK183,False,Vistara,BLR,CCU,BLR-CCU,2026-04-19 17:07:41.703,2026-04-19 18:30:41.703,83.0,False,clean,False
AI110,AI110,False,Air India,BOM,CCU,BOM-CCU,2026-04-19 17:07:41.702,2026-04-19 22:00:41.702,293.0,False,clean,False
UK105,UK105,False,Vistara,CCU,HYD,CCU-HYD,2026-04-19 17:04:41.702,2026-04-19 18:11:41.702,67.0,False,clean,False
